,Cluster_1,Cluster_1,Cluster_2,Cluster_2,Cluster_3,Cluster_3,Cluster_4,Cluster_4,Cluster_5,Cluster_5,all_patnos,all_patnos
2025,Protein_ZNRF3,-0.09949044675624497,Protein_CER1,0.06239000872031042,Protein_TXN,0.07468592651452477,Protein_CD200R1,0.0948339435428398,Protein_SUMF2,0.04679391149143508,Protein_CDNF,3.945075721470225
2026,Protein_IRF1,-0.09948960414035457,Protein_EHD4,0.06237875069906451,Protein_ERAP2,-0.07464596952678004,Protein_SMPDL3A.1,0.09483208388612452,Protein_PCDHGA11,0.04673741230603534,Protein_GNLY.1,3.9426887692990498
2027,Protein_RIPK2,-0.09948801325604495,Protein_ADAM19.1,-0.062372092266090196,Protein_LYN.1,0.07460468766192996,Protein_MSR1.2,0.09480514332012979,Protein_IGFBP4,0.04671310102322046,Protein_FLNA.4,3.9404115289637254
2028,Protein_PGRMC2.2,-0.09947536929278988,Protein_BCL6,-0.062271454217450284,Protein_F8,0.07456401749565034,Protein_HIKESHI,0.09469331422880489,Protein_ALDH1A3,-0.04666557532210458,Protein_PTGFRN,3.93859989151745
2029,Protein_IFNA14,-0.09945423683483523,Protein_CRLF2.1,-0.06226910877621039,Protein_IGFBP1.1,0.07454540845354485,Protein_IMPDH2,0.09468793914135976,Protein_LEAP2,0.04661249902607012,Protein_NDNF,3.937845125277265
2030,Protein_PSMD1.2,-0.09944835370486982,Protein_LIPN,-0.06215198335332994,Protein_PSG6,0.07451724074834987,Protein_GTF2I,0.09467247188334493,Protein_CSMD2,0.04655929661701963,Protein_IL22RA2.1,3.935998761818875
2031,Protein_POLR3F,-0.09937930429590991,Protein_ZNF10,-0.062120023322000506,Protein_FBXL4.2,0.07442267723377993,Protein_TCTA,0.09466445372792143,Protein_LONP1,0.04654382540937507,Protein_CLSTN3,3.934611022756285
2032,Protein_CSH1,-0.09936663023159564,Protein_GLCE,0.062061667602450576,Protein_FAM3D.1,0.0743642539036049,Protein_ZNF134,0.09464829058186996,Protein_KMT2C,0.04650568492166496,Protein_BSG,3.93417030756793
2033,Protein_KPNA2,-0.09934785198141971,Protein_SMURF2,-0.06203686629280991,Protein_MATN4,-0.07432797216324527,Protein_TNKS,0.0946355335162199,Protein_CA8,-0.046488062195565005,Protein_PLXNA1,3.933425926932715
2034,Protein_FCN2,0.09934237383651046,Protein_ARL6IP5,-0.06202862471064474,Protein_TRDMT1,0.07432623275561001,Protein_REG4,0.09459399189119977,Protein_RBFOX2,-0.046422747061679814,Protein_CDC25B,3.932516529787985
2035,Protein_BGN,0.09929793198459036,Protein_KDELC1,-0.06199163799011487,Protein_OSM,0.07431959108865493,Protein_NAPB,-0.09459265017005469,Protein_ADAM12,0.04642219793803948,Protein_PPP4R3A,3.931794469479985
2036,Protein_IL10.1,-0.09929302164885012,Protein_ANXA1,-0.06196774768861513,Protein_TTC17.1,0.07430307525612001,Protein_SEMA4F,0.09458418201952035,Protein_SYT17,-0.04635307326612992,Protein_TOR1AIP2,3.92788632849394
2037,Protein_DNAJC4.1,-0.09926688110430493,Protein_ISCU,-0.061927206843745086,Protein_SLITRK1.1,0.07430231971997481,Protein_CCT7,0.09451593833956973,Protein_IL6.1,0.046351952555095055,Protein_NTN1,3.925672905023305
2038,Protein_GRB10,-0.09924341416140492,Protein_GPNMB.1,0.06189412737565547,Protein_TNFRSF11A.2,0.07428279706411489,Protein_IL31,0.0944899460260249,Protein_RAD51,0.0463465663743452,Protein_RFK,3.923797610537665
2039,Protein_ROBO1,0.09924015307180145,Protein_EXOSC3,-0.06185065518318478,Protein_NAP1L2,-0.07427224017243983,Protein_SPTLC2,0.09447953727234504,Protein_ADGRG5,0.046343641903955124,Protein_TIGAR,3.919541504602675
2040,Protein_FAM151A,-0.09923635023257482,Protein_CDCP1.1,0.061825195824639856,Protein_TACSTD2,0.07426786497802507,Protein_HDAC8,-0.09442920621081452,Protein_TMPRSS15,0.046328227018609835,Protein_IL17C,3.9192659586437903
2041,Protein_NXF1,-0.09919769374758003,Protein_C1QBP,-0.0617174298116856,Protein_ADH4,-0.07425663780825964,Protein_BNIP3,0.09438650128746962,Protein_CEACAM4,0.04630658793336018,Protein_ADAMTSL1,3.918989073047875
2042,Protein_PIK3CG,-0.09911719645293515,Protein_FAIM,-0.06166312376991545,Protein_ID2,0.0742496852665151,Protein_CDC37,0.09438093283276505,Protein_MICALL2,0.046226405948929905,Protein_F10,3.91747154688576
2043,Protein_DLG3,-0.09909476206910495,Protein_ARL11,-0.061639768875219936,Protein_SLITRK4,-0.07424792433506511,Protein_COL18A1,-0.09434346595960008,Protein_SPARCL1,-0.046216299027464824,Protein_THTPA,3.916799
2044,Protein_IL31,-0.09908623405083006,Protein_ATP4B,-0.061617042651520126,Protein_TARBP2,0.07420931810811515,Protein_CD207,0.09427411583927992,Protein_SDF2L1,0.0462094624560101,Protein_IFNAR1,3.91569796735505
2045,Protein_ZNF358,-0.09907573686418525,Protein_TWSG1,0.06156159828600494,Protein_AP4M1,0.07418733321568505,Protein_ULBP1.1,0.09426550861695482,Protein_ZNF276,0.04617826627159505,Protein_FLT4,3.9128701886168953
2046,Protein_TWF1,0.09907483650356497,Protein_KYNU,-0.06149947461343519,Protein_GNS,0.07413903347903528,Protein_IL22RA2,0.09425679501486495,Protein_UBE2L3,0.04611343403753487,Protein_CSMD1,3.9111712351076298
2047,Protein_GALE,0.09907222512132963,Protein_KLK12,-0.06146801267544477,Protein_HTR7,0.07411467808469929,Protein_C10orf54.1,-0.0942510346354255,Protein_PCSK2,0.04609171391173028,Protein_SPINT1,3.911038543109625
2048,Protein_ULBP3,0.0990459048907657,Protein_KIN,-0.06145780486228025,Protein_GDF9,0.07410307379845493,Protein_CETN2,0.09423825751057446,Protein_LAMA1,-0.046047590905674785,Protein_UGP2,3.9109723908527902
2049,Protein_FAAH2,0.09902607890049042,Protein_MSH2,-0.06140136334734558,Protein_PRIM1,0.07405572633400492,Protein_TMIE,0.09418817451746997,Protein_COL23A1,0.04602651132097968,Protein_UBXN4,3.910037053673455
2050,Protein_ADAM29,-0.09897511736794451,Protein_TNS2,-0.06139801184147986,Protein_ARMC5,0.07405435210427003,Protein_PIP4K2A,0.09416967362708517,Protein_MACROD1,0.046019711939544905,Protein_STX10,3.91002247895132
2051,Protein_UBE2T,-0.09896441685153512,Protein_ITM2A.1,-0.061396001091654995,Protein_RIDA,-0.07404241813715018,Protein_MTMR1,0.0941431841594853,Protein_EPS15L1,-0.04601167393358496,Protein_IL15RA,3.90901364106448
2052,Protein_DLG4,0.09896019809545509,Protein_KAZALD1,0.0613946142192443,Protein_LILRA6,-0.07403262367734476,Protein_UTS2,0.09411022096106003,Protein_OPRPN,-0.04601118068545462,Protein_TMEM52B,3.90845960266099
2053,Protein_NAP1L1,-0.09888187977357998,Protein_LRIT3,-0.06135222193564038,Protein_TPM1,0.07401043379305028,Protein_JAML,0.09408126961309016,Protein_CD209,0.04599481620724033,Protein_IL1RAP,3.908080693298285
2054,Protein_TNXB,0.0988400358998649,Protein_SPTLC1,0.06125732829077002,Protein_CD5,0.07394266373445024,Protein_DEFB113,0.09405871174172997,Protein_FGF22,-0.04597163521155001,Protein_ZPBP,3.9072773119266397
2055,Protein_FKBP2,0.09883417784736004,Protein_IFNA10.1,-0.06124654116746031,Protein_COX7A1,0.07391080322946042,Protein_MTRF1L,0.09404628147927507,Protein_CETP,-0.045947810686865154,Protein_TMOD1,3.90661773405954
2056,Protein_SPAST.1,-0.09882263075434983,Protein_MSRB3,-0.061220682918229574,Protein_MSR1.2,0.0738992947215098,Protein_ARPP21,0.09403364465732955,Protein_ZG16,-0.04592784979371989,Protein_TSSK1B,3.9062645785364802
2057,Protein_PDK1,-0.09880392931673976,Protein_PCDHGB2,0.06117024553941963,Protein_CST5,0.07389727115418987,Protein_CST7.1,0.09402816746302989,Protein_TOMM20L,0.045919864186114934,Protein_SMARCC1,3.905053711585885
2058,Protein_PRRG4.1,-0.0987738282595001,Protein_HSPA8,0.06115616660074963,Protein_SIGLEC11,-0.07387256937998998,Protein_ANP32B,-0.09402697241617508,Protein_DCLK3,0.045852962681194986,Protein_PLS1,3.904698112550045
2059,Protein_CDH1.1,0.0987729554946899,Protein_DHPS,-0.061128009046194004,Protein_DGCR14,0.07384911291957996,Protein_FGF6,0.09400521214089474,Protein_LTB4R,0.04584947126951988,Protein_CGA.1,3.90413351418962
2060,Protein_B3GNT6,-0.09876489821049494,Protein_PRDX1,0.06112178241025035,Protein_PTPN2,0.07384319457369015,Protein_C1QTNF9,0.09391179152648998,Protein_ICAM2.1,0.04582765606418526,Protein_KIF16B,3.9037978375934896
2061,Protein_NCAM1.1,-0.0987114759881802,Protein_WFDC5,-0.06111297209422473,Protein_F3,-0.07383913059635994,Protein_FGF20,0.09388597632400497,Protein_SNCA,-0.04582251810597526,Protein_CCT5,3.90216676692733
2062,Protein_ITGAV,0.09869505062095496,Protein_KIF3A,-0.061028284755664686,Protein_FAM69C,-0.0738381066323992,Protein_RAB26,0.09386045019553024,Protein_GPLD1,-0.045788247963515216,Protein_C3orf18,3.901614483633725
2063,Protein_VAMP4,-0.09866398480695016,Protein_PRL,-0.06097559447327505,Protein_PRL.1,0.07381910053546026,Protein_SEMA6A,-0.0937443671546001,Protein_NUDT16L1,-0.045756202343600894,Protein_SMIM10,3.9006071629910153
2064,Protein_SBSN,-0.09866248294921554,Protein_BNIP3,-0.060962690263345554,Protein_LIF,0.07378943179747965,Protein_FGF3,0.09374031728977039,Protein_RPS6KA5,-0.04572138067655496,Protein_CHI3L2,3.89863246508342
2065,Protein_PIK3R1,-0.09865010773321448,Protein_DEFB103B,-0.06086472520845465,Protein_NMU,0.07378928405056451,Protein_ISCU,0.09373618269672002,Protein_CHD7,-0.04567268129205493,Protein_IL1RL2,3.895356884184975
2066,Protein_ABLIM3,-0.0986167444211199,Protein_HMG20A,-0.06085618777659496,Protein_SERPINA10,-0.07375234464304503,Protein_WFDC13,0.09368687120386543,Protein_SERPINA11,-0.04564087423819507,Protein_IL7,3.895172235484055
2067,Protein_WFDC6,-0.09855611880064497,Protein_PSMG3,-0.06083203549434035,Protein_CLN5.1,0.07373374804571986,Protein_LILRA5.1,0.09362372756860515,Protein_MAP2K2,0.045629606860995375,Protein_CSF1,3.893295180239675
2068,Protein_MAN1A1,-0.09855081373348495,Protein_PDZD7,-0.06082697961378969,Protein_PARK2,0.0737082677723353,Protein_CBS,0.09361498962936987,Protein_INSIG1,-0.045627021232855114,Protein_IFNB1.1,3.89097891559327
2069,Protein_PQLC2L,-0.09852063498293995,Protein_FLRT2,0.06079294362900001,Protein_CD4,0.07370155340743478,Protein_PLBD2,0.09356288367570054,Protein_RNASE7,-0.045609190212425155,Protein_DLL4,3.886800001706725
2070,Protein_IFNGR2,-0.098471576759815,Protein_FSTL1,-0.06075924608130023,Protein_EDN2,-0.07368658504113057,Protein_TNFRSF13B,0.09352982418372968,Protein_TNFRSF9.1,-0.045542222916735264,Protein_PCDHA4.1,3.88647418939881
2071,Protein_PLA2G10,-0.0984500357163649,Protein_SMPDL3A.1,-0.060747735502550526,Protein_PCYOX1,0.07367195922162995,Protein_KLC1,0.09348683061803498,Protein_GSTP1.1,0.04551762170882512,Protein_EEF2K,3.886027096861125
2072,Protein_SAYSD1,-0.09844992343391001,Protein_ICOS.1,-0.0607439809960999,Protein_RNF149,0.07365786844197486,Protein_ECE1,0.09346847487991505,Protein_CCL21,0.04548202168230464,Protein_LRP1,3.8854093960378098
2073,Protein_SMR3B,-0.09844080619732543,Protein_MCTS1,-0.06073845233886965,Protein_RAPGEF5,0.07364677123243979,Protein_IFNA8,0.09339606793042976,Protein_GNPTG,0.04547698126185029,Protein_CX3CL1,3.8850496211873846
2074,Protein_ABHD12,-0.09841845464890997,Protein_SLC3A2.1,-0.06072561150521505,Protein_ESAM,-0.07361734614578097,Protein_FEV,0.09338395686304501,Protein_DDX58,0.045452550729270236,Protein_RGS7,3.8815129960348402
2075,Protein_TNFRSF10D,0.09838745968804563,Protein_KRT23,-0.0607171732857541,Protein_CKM,0.07361590935816942,Protein_FCGR3B,-0.093346042182755,Protein_FOLH1.1,-0.04542995416438522,Protein_SERPINA10,3.881270029741345
2076,Protein_SFTPC,0.09830905420911495,Protein_FAP,-0.06070989885473965,Protein_TFF2,0.07361448887176003,Protein_CD300C,0.09331413472284034,Protein_ITGB2,0.04542069882831967,Protein_BRF1,3.8804598642514
2077,Protein_TOR4A,-0.09830703732086987,Protein_CTSG,-0.060707198085760083,Protein_PIK3R1,0.07359345621796543,Protein_ZYX,-0.09330909485476457,Protein_KCNA10,0.045398698798474246,Protein_SUMF2,3.879792849380695
2078,Protein_CRTAM,-0.09829223745167015,Protein_CCDC90B,-0.06067276426353496,Protein_TOX3,0.07356612985890942,Protein_SSB.1,0.09330770802185984,Protein_OXT,-0.04537375266214494,Protein_RACGAP1,3.87789530610462
2079,Protein_GP1BA,-0.09827351606326973,Protein_ENTPD1.1,0.06066483431169445,Protein_TNFSF9,0.07356094447538508,Protein_KLK9,0.0932849877026698,Protein_FAM24B,-0.04535327319267557,Protein_RYK,3.877486174354045
2080,Protein_CAMKK1,-0.09827093136281007,Protein_TINF2,0.06064000129481473,Protein_EPO,-0.07350211849379518,Protein_ARG1,0.09314844784419951,Protein_NTN1,-0.045345425776079695,Protein_AGAP3,3.876216997554085
2081,Protein_LPAL2,-0.09819688604676513,Protein_C1orf56,0.060559469053239834,Protein_INSR,-0.07349049037658517,Protein_SYNCRIP,0.0931321484714398,Protein_SUN5,-0.0453190557243901,Protein_ITM2A.2,3.87615143775536
2082,Protein_CRAT,-0.09814928269269485,Protein_ARHGEF7,-0.06053162308755944,Protein_FAM171B,0.0734875423018253,Protein_STK16,0.09312553471603024,Protein_BTC.1,-0.04531675242504907,Protein_GRAMD1C,3.875101262249875
2083,Protein_IL18R1,0.09814769312495475,Protein_QSOX1.1,0.060519465327380395,Protein_GTF2I,0.07347988131393501,Protein_MASP1.2,0.09306784740793961,Protein_GALNT1,-0.045300129487340524,Protein_POMGNT2,3.8747792056912402
2084,Protein_IL17B.1,0.09807052822287954,Protein_TNFRSF10A,-0.06051365997549496,Protein_UTS2,0.07346774037404469,Protein_DAPP1,0.09305621267045006,Protein_TXNDC15,0.04527540918655515,Protein_REG4,3.8744045740935302
2085,Protein_ARSB,-0.09801718070009491,Protein_PARK7,0.06050802308934511,Protein_EPHB2.1,-0.07344562708357394,Protein_CA1,0.09305003522341493,Protein_NEDD9,-0.045266886399984774,Protein_ACTN2,3.874352078968915
2086,Protein_PDGFB,-0.097995819898415,Protein_IL24,-0.06048373780122507,Protein_ITFG1,0.07342898619394989,Protein_MSMB,0.09303079852845908,Protein_CHRD,-0.045240106868351226,Protein_TNRC6B,3.8736691239255903
2087,Protein_TMEM167B,-0.09798324588979535,Protein_TBP,-0.060476433384430095,Protein_PDGFB,0.07342583332275998,Protein_AKT2.1,-0.0930264867912256,Protein_GCNT2,-0.045228888996589944,Protein_CLEC7A,3.8728539879856747
2088,Protein_CADM3,0.09796592680045002,Protein_GRPEL1,-0.06046525351609988,Protein_MID2,0.07342013609840503,Protein_EXOSC1,0.09296215577116529,Protein_RNF8,0.045178144330229486,Protein_RARRES3,3.8721947008843403
2089,Protein_FRK,-0.09794870725177507,Protein_LCK.1,-0.06045753167022028,Protein_STX3,-0.07336217304088954,Protein_IL12A.1,0.09295246949474989,Protein_LCN1,0.045135817607625084,Protein_SLC14A2,3.8712692079845104
2090,Protein_CDC37,-0.09789933229750003,Protein_TIRAP,-0.06044929976238045,Protein_RNASE10,0.07334639813429522,Protein_CST5.1,0.09292328238053438,Protein_DNAJA4,0.045133790534035434,Protein_STK17B,3.8711031151376902
2091,Protein_KLK14,-0.09789902124881467,Protein_FCN3.1,-0.060432180703924976,Protein_B3GALT1,0.07333130941997501,Protein_RARRES3,0.09287681239419476,Protein_PRDX6,0.045111226683310024,Protein_PLG.2,3.870254989726795
2092,Protein_JAG1,0.09789792549053011,Protein_CD74,-0.06042162541054452,Protein_RB1,0.07330507775788009,Protein_VAMP8,0.0928570328235705,Protein_EGFR.1,-0.04509527776644995,Protein_S100A9,3.87005746736254
2093,Protein_NOTCH2.1,-0.09786332151179011,Protein_RASA1,0.06042043326129498,Protein_NUDC,0.07326308286796501,Protein_HMGB3,-0.09281152591991049,Protein_CARTPT,-0.04498115774441502,Protein_KCNIP1,3.86835297008345
2094,Protein_BNIP3,-0.0978566046089604,Protein_PYY,0.06040131816777983,Protein_BMX,0.07325368975997515,Protein_ST6GALNAC3.1,0.09279605383799527,Protein_IL6R.1,-0.04497612102675497,Protein_NSDHL,3.8680510244698203
2095,Protein_IL18RAP,-0.09783571027240034,Protein_PZP,-0.06039449110159012,Protein_HEPACAM2,0.07322472547331049,Protein_BCL2L2.1,0.09276199368632976,Protein_IFNGR2,-0.04495379102091501,Protein_TGM3,3.8675161423829847
2096,Protein_CD4,-0.09783228152024015,Protein_HEXB,-0.06033826374153506,Protein_MAPKAPK5,0.07316938727548505,Protein_CHST14,0.09266433979082467,Protein_RAB3D,-0.04494706428105011,Protein_VOPP1,3.867009334854135
2097,Protein_COL8A1,-0.09778536180136,Protein_SLC41A2,-0.060272159804215075,Protein_RRBP1.1,0.07315505753558993,Protein_FTMT,-0.09265191920580929,Protein_IFIT2,-0.044904175974664895,Protein_TNFRSF6B,3.8667867933724898
2098,Protein_CSK,-0.09777312678024974,Protein_MYZAP.2,0.06022327638623004,Protein_PCDHGA12,-0.0731394428830594,Protein_SYT7,0.09263445235593504,Protein_CTSF.1,-0.044867258726389636,Protein_A1CF,3.866379871325615
2099,Protein_ZPBP2,-0.09775769868735995,Protein_DKK4,-0.060199378316324825,Protein_DLK1.1,0.0731320432071052,Protein_SERPINA4.1,0.09260170412867996,Protein_CARD9,0.044860400036730086,Protein_AMBN,3.8650883275707697
2100,Protein_HBE1.1,-0.09769923778668499,Protein_NMT1.1,-0.06018427675555982,Protein_NRXN2,0.07306836064461475,Protein_CPT1B,0.0925617156585048,Protein_FGF16.1,0.04484265287451494,Protein_RBM3,3.86452606385914
2101,Protein_CTSF,-0.0976639237523651,Protein_P4HA2,-0.06017996369388978,Protein_LOXL2,0.07305767459691515,Protein_MGAT1,-0.09250252085089028,Protein_HSD17B7,-0.04483774268984497,Protein_AIFM1,3.86434793687738
2102,Protein_CCL13,-0.09764319850022996,Protein_NPIPB3,0.06010699245747553,Protein_COX4I2,0.07301951860193467,Protein_PSMD1.2,0.09249503093554523,Protein_PRRG1,-0.04481022778085464,Protein_PRSS27,3.862524913211355
2103,Protein_EYS,-0.09763587499169502,Protein_LGALS4,-0.06007809461510494,Protein_TNFRSF12A,0.0729190485791853,Protein_TMEM27,0.0924938800475148,Protein_CD96.1,0.044761915778569694,Protein_ATG7,3.861833419548545
2104,Protein_TP63,-0.09759324858187535,Protein_FBLN5,0.060063278848749846,Protein_CD80.1,0.0729088522680601,Protein_RRBP1,0.09247044933538517,Protein_NXT1,0.044751389293159916,Protein_JAK2.1,3.861647290692205
2105,Protein_CD300LF,-0.0975349669467851,Protein_FLNA.3,-0.060046670432355675,Protein_DEFB131,0.07290882199773518,Protein_KLRF1,0.09244398482427485,Protein_SEMG2,0.04472929688159022,Protein_SIGLEC15,3.86059274833932
2106,Protein_C11orf87.1,-0.09752080444695999,Protein_FAM151A,-0.05995978120827017,Protein_ATP1B4,0.07288936669436019,Protein_CLPSL1,0.09238765397074022,Protein_HSD17B10,0.04472567985717957,Protein_TLR2,3.8602933052544053
2107,Protein_ST6GALNAC3.1,-0.09750993585446999,Protein_TRH,0.05994123997669476,Protein_IL31,0.07287547957524998,Protein_NOTCH2,0.09237495110399996,Protein_SMIM9,-0.044668416338754735,Protein_MFRP,3.85863452126595
2108,Protein_CD38,-0.09750225368476984,Protein_CD163,0.05989828323445501,Protein_CLPSL2,0.07285016071345485,Protein_LALBA,0.09232536281635983,Protein_MMP9,-0.04464081603259529,Protein_MRM3,3.85834306914031
2109,Protein_FCRL6,-0.09746670251044987,Protein_RAP1GAP,0.05988968850613974,Protein_GDF11.4,-0.07282850057613466,Protein_RSPO1.1,0.0922203361368299,Protein_CTSB,-0.04463604497703555,Protein_EIF4G2,3.8550399806563647
2110,Protein_CFD,0.0974489954974751,Protein_RAB35,-0.05986276588770956,Protein_RAB22A,0.07280951137672975,Protein_LRFN1,0.09221258881729977,Protein_SPTAN1,-0.0446153956973947,Protein_LPO,3.8546645656288554
2111,Protein_RPS3,-0.09738686330107482,Protein_LEMD1,0.05984115205887086,Protein_BCAR3.1,0.0727923493833802,Protein_LIPF,0.0921341215890199,Protein_DPEP1.1,-0.04460212312297496,Protein_IL5.1,3.854119060354475
2112,Protein_TFR2,-0.0973843261958951,Protein_TNFSF9,-0.05983460756418513,Protein_SMOC1,-0.07269389426880046,Protein_SATB2,0.09209164188008523,Protein_NOTCH2,-0.04458969531684498,Protein_CAMK1D,3.85384258709636
2113,Protein_LGALS2,-0.09738282525281461,Protein_SLC22A16,-0.05976403838837019,Protein_PF4V1,0.072658976091585,Protein_ADI1,0.09208192353937994,Protein_SHC2,-0.04455718317578494,Protein_PDCD1LG2,3.853504782131985
2114,Protein_POTEG,-0.09734934987023502,Protein_EQTN,-0.05976219060858501,Protein_EPHB2,-0.0726052593769495,Protein_FGFR4,0.09207774356689025,Protein_PCDHGA8.1,-0.04447065823084029,Protein_FGFRL1.1,3.853349080493315
2115,Protein_TREML1.1,-0.09732050478978493,Protein_QSOX1,-0.05975626730386496,Protein_PAPOLG,0.07258141182345978,Protein_ADAM12,-0.09207597279513546,Protein_NAPB,-0.04444586211538937,Protein_IGHG4,3.8517828532195253
2116,Protein_PVRIG,-0.09729717886576017,Protein_CEACAM21,-0.0596944342127701,Protein_IER3IP1,0.07257673338521498,Protein_PARP1.1,0.09203524912358496,Protein_ARL8B,-0.0444377368093698,Protein_RGS10,3.8499303639676103
2117,Protein_HIPK3,-0.09724031514392983,Protein_KAT6A,-0.05966151893560001,Protein_CILP2,-0.0725596780960851,Protein_PDGFD,0.09199502643562063,Protein_GOSR2,0.04438731353026752,Protein_SAMHD1,3.8446036489664897
2118,Protein_TMOD2,0.0972399973828253,Protein_AGGF1,-0.05961343874760994,Protein_NXF1,0.07253720044672018,Protein_CLPB.1,0.09195354005712486,Protein_SURF1,-0.04437855459799911,Protein_ING1,3.84453273053775
2119,Protein_CRIM1.1,-0.09721077547347479,Protein_LECT2,-0.05960953550152981,Protein_STIP1,-0.07253241877494965,Protein_KIF1C,0.09191897711173502,Protein_THBS2,-0.04437052896452576,Protein_DAPK2,3.84371696337804
2120,Protein_RAB26,-0.09716647860877492,Protein_STAB2,-0.0595426237778498,Protein_TFRC,0.07249821794588485,Protein_BIRC7,0.09186263049513488,Protein_TMEM52B,0.044334167853669726,Protein_METTL1,3.84343484195516
2121,Protein_ST3GAL5,-0.09715633724739992,Protein_ZAP70.2,-0.059507106928564646,Protein_RGS3,0.07248880087821519,Protein_MYOM3,0.09185950984344515,Protein_APAF1,0.044321900703019335,Protein_TMOD2,3.8419773526513197
2122,Protein_PLCG2,-0.09713739076650518,Protein_ALDH1A3,0.05950368698503539,Protein_KLRC4,0.07247274379233515,Protein_INSL5,0.09183634704754517,Protein_PMVK,0.04423942894690036,Protein_PSMD11,3.84193530274251
2123,Protein_NID1,0.09712511947893487,Protein_PCSK9,0.05947965387446974,Protein_CAMKK1,0.07240572552062963,Protein_CD226.1,0.09183119217516023,Protein_RETN,0.044233560806709704,Protein_TSN,3.841378337301475
2124,Protein_TNFSF14.1,-0.09712091338717466,Protein_FYN,0.05945201148681978,Protein_C17orf78.1,0.07239449365604012,Protein_C6orf25.1,0.09181252186235467,Protein_PARP1.1,0.04421933013833512,Protein_PRLR.1,3.840780542718965
2125,Protein_EHMT2,-0.09707475403569488,Protein_PABPC3,0.05940671233016026,Protein_FGF23,0.07234440698415501,Protein_OSM,0.09179282294625501,Protein_CLEC4D,-0.044186760022840055,Protein_MARK3,3.84070129467245
2126,Protein_PSD2,-0.09706847895226,Protein_DHX8,-0.05935883982792989,Protein_MMP10.1,0.07233329864642046,Protein_PDPK1,0.09178892552329976,Protein_AKT2,-0.04414163427076012,Protein_H1FX,3.8404546342761696
2127,Protein_EIF4B,0.09703940161853009,Protein_TP53.1,-0.05931018955904488,Protein_C2orf40,0.07229251951706495,Protein_PTCHD3,0.0917813661405753,Protein_HOMER2,-0.044115088809280056,Protein_CXCL9.1,3.839159691753045
2128,Protein_CDK8,-0.09699159200227991,Protein_UBC,0.059292363201564946,Protein_LSAMP,-0.07228551069765032,Protein_PTP4A2,-0.0917389025784201,Protein_CXCL2.1,-0.0441092674087149,Protein_MAP4K1,3.8383907813764546
2129,Protein_IGFBPL1,0.0969858966489201,Protein_DEFB128,-0.05922058849975009,Protein_ZNF23,0.07226058830800497,Protein_TMEM9,0.0917363707723251,Protein_MUTYH,-0.04407520041774471,Protein_ITPKC,3.83811934167441
2130,Protein_BRD4,-0.09695316539145993,Protein_RGS19,-0.05921390872024013,Protein_MAGI2,-0.07225683571533992,Protein_FGF8.1,0.091625387503115,Protein_RAB35,0.04407041007513013,Protein_CD86,3.83648226011184
2131,Protein_CELA2A,-0.09683791029542,Protein_NRP2,0.05902959525924967,Protein_BTNL9,0.07223105332238511,Protein_TPM2,0.09161095556062482,Protein_HLA-DMA,0.04398619454962005,Protein_PTK2B,3.83543202019026
2132,Protein_CARS,0.09679597882697522,Protein_NEU1,-0.05900967647173516,Protein_FLT3LG.1,0.0722106656851551,Protein_ELMO1,0.0915954697702297,Protein_STAR,0.04398226239825043,Protein_B4GALNT1,3.835012113548805
2133,Protein_SEMA7A,0.09679243686894967,Protein_HDGFRP2,-0.059004238676549914,Protein_SLC35G2,-0.07218920057111511,Protein_RPS6KB1.1,0.09158730061969522,Protein_ACOT7,0.04397903180386997,Protein_SPACA5,3.83460150227956
2134,Protein_TCTN2,-0.09678243854075519,Protein_C22orf15,-0.05898714825614526,Protein_PCYOX1L,-0.07218692502688562,Protein_RNF215,0.09158318450376512,Protein_FTMT,-0.04395568223646951,Protein_ATP1B1,3.83330423173144
2135,Protein_TNR,0.09676713775362522,Protein_PLAU,0.05898314912371028,Protein_IFNL1,0.07216674900143971,Protein_ZNF334,0.09150886684530524,Protein_CCPG1,-0.04392927834507021,Protein_C5orf46,3.83320447918235
2136,Protein_IL2,-0.09673786641900994,Protein_PANK3,-0.058976109168054514,Protein_PRSS37,0.07208319690013987,Protein_CFD.1,0.09143150721092486,Protein_NDUFS4,-0.04392373827554019,Protein_HTN1,3.833033247130865
2137,Protein_KLK3.1,-0.09673138190676456,Protein_DCTPP1,-0.05897477020039954,Protein_SCAMP5,0.07206573404354977,Protein_LECT2,0.09139226233538,Protein_APOE.3,-0.0439010651570495,Protein_PPP2R5A,3.831427849566495
2138,Protein_TOX3,-0.09672548704295547,Protein_PFDN5,-0.05891638489456952,Protein_SULT4A1,0.07206263335831009,Protein_ADAM30,0.09131460501630473,Protein_EFNB3.1,0.04388112071342998,Protein_IL2RG,3.8313158491271997
2139,Protein_MRAP,-0.09661228848899994,Protein_PLEKHA7,-0.05890621269678009,Protein_ERCC4,0.07205982468749506,Protein_COL9A2,0.09129898605213493,Protein_FGF8,0.043863562560227,Protein_ARHGAP36,3.830922745300525
2140,Protein_ANXA2.1,0.0966089133254604,Protein_AKT1,-0.05887948853871494,Protein_INSL5,0.07204739133298488,Protein_KCNE2,0.09124781726628028,Protein_GNS.1,0.043850156384190875,Protein_UCK2,3.830421342913075
