,Cluster_1,Cluster_1,Cluster_2,Cluster_2,Cluster_3,Cluster_3,Cluster_4,Cluster_4,Cluster_5,Cluster_5,all_patnos,all_patnos
717,Protein_INHBA.3,0.1681236830430457,Protein_KREMEN1,0.16305559430751515,Protein_CXCL1,-0.12286418026502055,Protein_SCGB1C2,0.1702399769248648,Protein_ZFYVE27.1,0.14313273228448997,Protein_GAA,6.694795322985096
718,Protein_IL36A.1,0.1680937454086746,Protein_SPOCK1.1,0.16257076423175576,Protein_FRZB,-0.12272737034875014,Protein_HIBCH,-0.17011929663648528,Protein_KDR,0.14310307478499018,Protein_HNRNPA1,6.69013146142756
719,Protein_TMEM106B,0.1680787332926199,Protein_CSTL1,0.1624953251861152,Protein_CRYAA,0.12269041026457517,Protein_NRG4,-0.17007895183156485,Protein_GRP,-0.14305547647394046,Protein_NOG,6.6889666512365
720,Protein_RNASE4,0.16802728404080458,Protein_LRFN5,0.16237689065142025,Protein_HAVCR2.1,-0.12266073843368552,Protein_MGAT4C,-0.16990430212134422,Protein_RAN,0.14268899049840522,Protein_PIGR,6.685650575977215
721,Protein_RRM2B.1,0.1680135835444001,Protein_DPT,-0.16233556705324403,Protein_PSMB5,-0.12264439603568977,Protein_PTPRS,-0.1697667871699,Protein_FAM19A4,-0.14266765668067505,Protein_MRC2,6.68095602776917
722,Protein_CD84,0.1679595773840754,Protein_IL18BP,0.16227620246284502,Protein_NTF4,0.12249292195350536,Protein_CAP1,-0.16952046201873006,Protein_STC1,0.14266362749329975,Protein_STAU1,6.67495447291064
723,Protein_FCMR,0.1678191600461605,Protein_SOCS3,-0.1621820020126199,Protein_UFC1,-0.12248469153088948,Protein_NRP1,-0.1694671680275146,Protein_IRF1.1,-0.14205579191751028,Protein_RARRES1,6.674759497667345
724,Protein_SPON2,0.1677890866137548,Protein_TP53.2,0.16200349510824008,Protein_MATN2,-0.12245546927802842,Protein_LANCL2,-0.1691917083262351,Protein_ASGR2,-0.14191370400388514,Protein_METTL24,6.671776839386405
725,Protein_NSFL1C,0.16768331129744007,Protein_IGFBPL1,0.16200081244321485,Protein_NLGN1,-0.12234441959109965,Protein_CBL,-0.16918504269863455,Protein_MYOM2,0.1417327014660954,Protein_SCGB1A1,6.6699472120532945
726,Protein_ENTPD1.1,0.16768152393677482,Protein_DAG1,-0.16150665400324016,Protein_STAB2,0.12227813973541979,Protein_CA6.1,0.1690501098408299,Protein_NGFR,-0.14162108158061004,Protein_C5orf38,6.66724328127661
727,Protein_UBB,0.16721611577479045,Protein_HMGB1,-0.1613189416663241,Protein_DSG2.1,-0.12226068487856967,Protein_UBE2D4,-0.16902579534647,Protein_HBE1,-0.14161828487618955,Protein_ANG,6.665095008110875
728,Protein_TWSG1,0.1671481857575854,Protein_SPOCK1,0.16130007147140013,Protein_SCN4B,0.12220009626860007,Protein_GMFG,-0.16877348180169527,Protein_DNAJB2,-0.14159067697840033,Protein_LDHB,6.660205423124555
729,Protein_C6orf58,-0.16712168956059514,Protein_METAP2,0.16107574695314053,Protein_NDST1,-0.12201357929079482,Protein_PDGFRB,-0.16875322609517474,Protein_STMN2,-0.14157262194765075,Protein_ADAM23,6.657676703816344
730,Protein_PTPN11,0.1669976277259051,Protein_GHR,-0.16106329143009024,Protein_EIF4G2,-0.12200781878984479,Protein_MAPK9,0.16847315043816513,Protein_ADCYAP1.3,-0.14151733996014015,Protein_FUT8,6.6533389275890205
731,Protein_CBLN1,0.16690825348815075,Protein_CLCNKB,0.16104502941402554,Protein_PABPC3,-0.12181138074364029,Protein_IGHA1.1,0.167975071447515,Protein_TNFRSF11B.1,0.1411297757074994,Protein_KLK8.1,6.65042296541
732,Protein_MYDGF,0.16665932576734965,Protein_PRTN3.1,-0.16068469061655,Protein_ZNF329,0.1217350545348399,Protein_CCL1,-0.16793156258941,Protein_LY9,0.14092050589532512,Protein_LEMD1,6.6474530939036995
733,Protein_FLII,0.166473263808256,Protein_FLRT1.1,0.16065342315688547,Protein_IL9.1,0.121689481911055,Protein_TFRC.1,-0.1679172768710906,Protein_FAM171B.2,-0.14085658348019514,Protein_ANGPTL1,6.643783489664715
734,Protein_NRBP1,0.16645765328403517,Protein_INHBA.2,-0.16062505388424597,Protein_AKT1,-0.12163494913356487,Protein_KRT18,-0.16785443880235595,Protein_ENO2,-0.14077639960959942,Protein_B3GNT2,6.63969327692677
735,Protein_EDA2R,0.16611541129734508,Protein_CNTN1,0.16029745850445032,Protein_ALDH3A1,0.12150720220017508,Protein_MIF,-0.1678022455599706,Protein_CA10,-0.1405429142716752,Protein_SEC13,6.63661660888252
736,Protein_C11orf87,0.16604455993606537,Protein_CNOT9,0.1598967270172702,Protein_TPT1,-0.12146530727743965,Protein_CLCNKB,-0.16772792703963013,Protein_POR,-0.1402419108713704,Protein_GPI,6.627273535935645
737,Protein_MRC2,0.16591343897948452,Protein_NAP1L1,-0.1598156053533546,Protein_SDF2L1,-0.12106889400922949,Protein_EHD4,-0.16771304581178992,Protein_MED1.1,0.1401554599344248,Protein_SPINK2,6.623566050302945
738,Protein_UBE2D4,0.1658687788115305,Protein_CDH11.1,0.15972616747442991,Protein_APEX1,-0.12079995776256958,Protein_OLFML3,-0.16768777432343507,Protein_TNR,-0.13994834123943445,Protein_AIF1,6.621325290584876
739,Protein_C1S.1,0.1658287343029996,Protein_PCDHGA10,0.15928051375303554,Protein_UCMA,-0.12062569331502448,Protein_DEFB123,0.1674876019262701,Protein_CCL23,0.13993912880260528,Protein_PRKCD,6.613603860025394
740,Protein_SEMA4B,0.16552417422742494,Protein_CRK,0.15919150966899043,Protein_PDCD1LG2,-0.12060985630845478,Protein_HTATIP2.1,-0.16746775199983066,Protein_USP8,0.13993461178587485,Protein_ZG16B,6.612217352881935
741,Protein_EFNB3,0.16524466877914,Protein_ZNF18,0.15908837266244458,Protein_LRIT3,0.12046728515286986,Protein_MST1,0.16739480941074447,Protein_MAP4K1,0.13990987672237054,Protein_CSH1,6.5986949398029555
742,Protein_GGH,0.16498377628893923,Protein_ACYP2,0.15906253790550018,Protein_HAPLN1,0.12044602368571056,Protein_TJP1,-0.1672506970916241,Protein_ROBO1,-0.13977801750759955,Protein_IL1A,6.597291510804075
743,Protein_CXCL12,0.1647098235414748,Protein_TRIL.1,0.15885938178709402,Protein_HINT1,-0.1204146478510899,Protein_ATF6,-0.16722483743037486,Protein_AIP,0.13970466617091004,Protein_STAMBPL1,6.593543666123475
744,Protein_CD209,0.16465485182505013,Protein_TRABD,0.15875791803990058,Protein_CEND1,0.12034129593377463,Protein_CHMP3,-0.1671834835862902,Protein_PCDH8,0.13967871090755524,Protein_ERBB3,6.590466291590555
745,Protein_SMOC1.1,0.16464131725315978,Protein_TNNT2,-0.1586030194576198,Protein_TIMP2,-0.12021387767795932,Protein_HGF,-0.16705418148450013,Protein_QDPR,-0.13966421408565122,Protein_ASPRV1,6.589983455829745
746,Protein_QDPR,0.16438742002274953,Protein_GALNT1,0.15855931333979445,Protein_SURF1,-0.12020885735360931,Protein_VWC2L,-0.16701516712838993,Protein_HPGDS,0.13956881613826022,Protein_CLGN,6.58929934611842
747,Protein_LRRC4C,0.16432604018835928,Protein_TPT1,-0.15849042844051997,Protein_ITM2C.1,0.12007443222201486,Protein_SPRN,0.1669808129967003,Protein_PLA2R1,0.13956478882055956,Protein_UMOD,6.58919870136061
748,Protein_MED1.1,0.16425956379043516,Protein_TF,-0.15807461430989989,Protein_IFNA16,0.12000674414049506,Protein_C1QL1,-0.16694213744257436,Protein_MRPL58,0.13935600677871518,Protein_CTSV,6.585598073960044
749,Protein_C4A.1,-0.1642017401839153,Protein_WSCD2,-0.15798518846419496,Protein_RNF114,-0.11987626012306984,Protein_CPD,-0.16687203489723057,Protein_CXCL13,0.13922854916145555,Protein_KIRREL3,6.584276877461271
750,Protein_SSMEM1,0.16408546316754968,Protein_KIF1BP,-0.15782822291450982,Protein_MAMDC2,0.11986484482895987,Protein_APLP2.1,-0.1667652819452483,Protein_LRRC15,0.13921433200015,Protein_CREB3L4,6.582123039597725
751,Protein_CALCOCO2,0.1637542648940542,Protein_ABHD14A,-0.15762186351615526,Protein_LGMN,0.11977868666077462,Protein_GSK3A,0.1667422949257551,Protein_HNRNPH1,0.13874070989085485,Protein_SPAST,6.5807641064624445
752,Protein_PYGL,0.16366252423866934,Protein_AGT,0.15674824109596486,Protein_IGF2R,-0.11969833522682993,Protein_YWHAQ,-0.16654722224240004,Protein_SPINT1,0.13841724928883536,Protein_FGFR1,6.57768653905571
753,Protein_TNFRSF14,0.16346109556612998,Protein_EDN2,0.156594829758129,Protein_SPINK7,-0.11969014056307525,Protein_PDGFC,-0.16644638740720996,Protein_FNDC5,0.13836699000390484,Protein_GRIA4,6.576364593756615
754,Protein_BOLA3,0.16318412000549554,Protein_SHANK1.1,0.1565884585251247,Protein_FLNA.1,0.11957893801762998,Protein_TNFRSF11A.1,-0.1663073253828653,Protein_LAG3.1,0.1381469146304246,Protein_YWHAB,6.57311782297488
755,Protein_STAU1,0.16315122765606516,Protein_DDX6,-0.15628377349786415,Protein_YWHAQ,-0.11954062891391004,Protein_FBXL4.1,0.16628561600324476,Protein_SHC1,0.13810920970624974,Protein_42624,6.5712864801343
756,Protein_LRRC32,0.16291375495679983,Protein_DLG4,0.1561560217201654,Protein_C2orf66,0.11951742050512948,Protein_APOH,0.16577287546009956,Protein_CBL,0.13802449127381555,Protein_TGFB1,6.56910627248601
757,Protein_ENTPD6,0.16239287393613466,Protein_PEBP1,0.15609615083814887,Protein_CA7,0.11939425045065022,Protein_PPIA,-0.1657697196888508,Protein_DLD,-0.13796509689766978,Protein_TIE1,6.568126233833819
758,Protein_ANGPTL1,0.16227982801133,Protein_MANBA,0.1560544858768047,Protein_HDGF,-0.11931387197867016,Protein_C5.1,0.16567985467667068,Protein_EPB41L1,0.1379622915155354,Protein_FGF19.1,6.564667848657335
759,Protein_NUDCD3,0.1621368487182604,Protein_STX1B,0.15575224204437,Protein_CAND1,-0.11929114830131038,Protein_LILRA3,0.16552331861436498,Protein_SNX4,0.13772446215938006,Protein_RAC1,6.55309766237846
760,Protein_HGFAC.1,0.162109852438185,Protein_CTSO,0.1553922659174205,Protein_ITM2A,0.11928039942040503,Protein_KNG1,0.16548878059584027,Protein_PTPRJ,-0.13755153988347057,Protein_MAGI2,6.54876884317663
761,Protein_AMIGO2.1,0.1620048904607847,Protein_PIP4K2A,-0.15538757440563988,Protein_ASL,-0.11927283689211521,Protein_PTPRU,-0.16538385358984975,Protein_IL18RAP,0.1375403054278399,Protein_LGALS3,6.54824702412962
762,Protein_C1QL1,0.1619406496283302,Protein_GDA,0.154908753164265,Protein_BATF3,0.11916055798475522,Protein_CDON,-0.16510968057674535,Protein_LRP11,-0.13696228270100974,Protein_NETO1,6.532980120990705
763,Protein_IL6,-0.16179027467919505,Protein_ADAM11,0.1547117787841401,Protein_SLURP1,0.11912679054763498,Protein_AK2,-0.1650639385902295,Protein_CHP1,-0.13668403210243962,Protein_ACP7,6.532956745248875
764,Protein_ENO1,0.16166131059739985,Protein_CCL11,-0.15452306695646545,Protein_AKR1B1,-0.11898400429227074,Protein_GSTP1.1,-0.16457890099822947,Protein_TMEM25,-0.1366128769779149,Protein_APBB3.1,6.531981728117575
765,Protein_ROR1.2,0.16155917662689512,Protein_REG4,-0.15447284331417022,Protein_OLFM4,0.11895442826200497,Protein_SHH,0.1642959754270752,Protein_NOV,0.13654672512191457,Protein_POSTN,6.529977580365365
766,Protein_PCDH10.1,0.16152685270010014,Protein_ASPN,0.1542569681922501,Protein_LYSMD4,0.11892301562098995,Protein_IFNGR1,-0.1642448917215602,Protein_CNTN4,-0.13652969218995992,Protein_PRDX3,6.5213356077351
767,Protein_IRF1.1,0.16150345917947995,Protein_FUT5,0.15424012730839554,Protein_DKK2,-0.11889536889230978,Protein_C15orf48,0.16413624398660476,Protein_SEMA5A,0.13646698915222544,Protein_GDA,6.517424415643645
768,Protein_BAGE3,0.16125939761734465,Protein_NEK7,-0.15423255050521023,Protein_MAP1LC3B,-0.11888258515179384,Protein_CD14,-0.1637950846732199,Protein_HBE1.1,0.13642927128250992,Protein_C1QTNF3,6.504725947312824
769,Protein_PDGFRA,0.16125386105239548,Protein_ECM1,0.1540097823187203,Protein_PIP,0.1188379527590202,Protein_BID,-0.16374013087503547,Protein_DDR1,-0.1364155637878648,Protein_CPB1,6.50446006368664
770,Protein_CAST,0.16090321153982456,Protein_CTSL,0.15396148634832585,Protein_MSTN.1,0.11874928330638035,Protein_VASN,-0.16344463517424535,Protein_IL6ST,-0.13630957272517463,Protein_GAS1,6.494889290608895
771,Protein_ITM2C.1,-0.16089185751047508,Protein_AGR3,-0.15395157805345017,Protein_NPPB.1,0.11871296153596456,Protein_DLL1.1,-0.16343976171920005,Protein_RPS27A.1,-0.1360698599051755,Protein_RNASE3,6.4946185
772,Protein_PRDX1,0.16085794211823012,Protein_GUCA2B,-0.15393527142555996,Protein_DGCR2,0.11856641415847502,Protein_MANBA,-0.1633926198733704,Protein_TKT,-0.13595541603165007,Protein_UBE2N,6.48868330252575
773,Protein_TRA2B,0.16079678404992004,Protein_IFNGR1,0.15384106623047522,Protein_DNAJC15,0.11855237454228984,Protein_NUDCD3,-0.1633543163261797,Protein_UBXN4.1,0.13589670901829543,Protein_GBP6,6.48459602966994
774,Protein_ART4,0.16071340849891014,Protein_RCAN1,-0.15381844335666983,Protein_CALCA,0.11853837241341969,Protein_HRG,0.16328647263947982,Protein_PLA2G2A,0.13582874198850003,Protein_CYCS,6.481822539836305
775,Protein_TOM1L1,0.16070552983344522,Protein_ARL2,0.15356072256741538,Protein_KIR2DL4,0.11845942579246982,Protein_NOVA1,-0.16317685328659493,Protein_AKR1C1,0.13576792272264004,Protein_CSRP3,6.48113953085631
776,Protein_B4GALT7,0.16067299577564498,Protein_C2,-0.15349120641036507,Protein_PEX14.1,0.11839696232827013,Protein_SEPHS1,-0.1630916631677608,Protein_ROBO2,-0.13576616675650577,Protein_GZMA.1,6.472299237229034
777,Protein_GLCE,0.16059260714562562,Protein_FAM163B,0.15335836258060986,Protein_DKKL1,0.11834937613201024,Protein_IFIT2,-0.1626390571902152,Protein_PLXNA1,-0.13570540614169024,Protein_EDC4,6.46882593216646
778,Protein_RPE,0.16058883664341517,Protein_NTS,0.15326027679412046,Protein_ARHGAP30,-0.11828599158201047,Protein_STAP1,0.1625847015618196,Protein_WFDC2,-0.13538877503210145,Protein_MMP19,6.46727477083876
779,Protein_TTC1,0.16038836626019526,Protein_STIM1,0.15307687005811488,Protein_SPON2,-0.11818684274155977,Protein_PZP,0.16249920631604997,Protein_SIRPB2,0.13536961573706496,Protein_HIST2H2BE,6.45936306975919
780,Protein_C1R,-0.1603438194788851,Protein_PDIA6,0.1529919767263248,Protein_PLA2G2E.1,0.11817368705384013,Protein_UBXN4.1,-0.16241469743838977,Protein_IGF1R,-0.13525163097655035,Protein_DHH,6.455747000000001
781,Protein_FN1.2,0.16017714952115103,Protein_ADH4,-0.15278269699884994,Protein_TPT1.1,-0.11811250885640945,Protein_EVA1C.1,-0.16239018303761021,Protein_VEGFC,-0.13517011359623554,Protein_CSMD2,6.454345075822555
782,Protein_STX1A,0.15989642823688488,Protein_MRPL33,-0.15267028822728035,Protein_FXYD4,0.11806785305124512,Protein_EFNB1,-0.1621282159116153,Protein_AMIGO2,-0.1350549906172005,Protein_INHBB,6.45375890851371
783,Protein_LILRB2,0.15985424408055016,Protein_DDR2.1,0.15257178107555536,Protein_OPRPN,0.11801241805239515,Protein_OLFM2,-0.16160654201574154,Protein_ACP1,-0.1349305831371348,Protein_WISP1.1,6.437879077452671
784,Protein_NRG3,0.15948084652580086,Protein_TCN1,-0.15244044083658004,Protein_TNXB,-0.11799425670669539,Protein_KLK3,0.1614164780998104,Protein_APLP2,-0.13492571161665,Protein_KLK8,6.43240922848841
785,Protein_AKT2.1,0.15921356178173918,Protein_ADSSL1,-0.15217945915023012,Protein_MST1R,0.11789374545071984,Protein_C3.4,0.16131975596081505,Protein_CTSH.1,-0.13486887112303547,Protein_SPTLC1,6.43194719305093
786,Protein_MSRB3,-0.15903607903231975,Protein_MGAT4B,0.15154676969684022,Protein_FN1.1,-0.11787602783544848,Protein_AKR1B1,-0.16121420875197057,Protein_SCUBE1,0.13482756925050143,Protein_EIF1B,6.43152900690697
787,Protein_STMN3,0.15902322223002496,Protein_PNKP,-0.151481369911715,Protein_POLH,0.11784244337952998,Protein_IGFL4,0.16086373642747986,Protein_CA6,0.13482028305022986,Protein_DKK4,6.4257601755813845
788,Protein_C5,0.15880465289715007,Protein_VASN,0.1513041084178246,Protein_FGF4,0.11782150232801447,Protein_HSP90B1,-0.16079629479321467,Protein_CCL22,0.13480008230891039,Protein_CD27,6.42480635214328
789,Protein_FBP2,-0.15866134475648996,Protein_DLL1.1,0.15102610005008454,Protein_ZNF382,0.11781844031436495,Protein_LAMA1,-0.1605927882817051,Protein_MLEC,0.13478547066829982,Protein_TMX3,6.4231021673502
790,Protein_SMPD1,0.1586511723441797,Protein_SPON1.1,0.1510176273816004,Protein_CEP57.1,0.11770618534482002,Protein_ENTPD6,-0.16023078515184075,Protein_CHIT1.1,0.13465678782519053,Protein_BMP6,6.422943426112395
791,Protein_TAC1.1,0.15801922245935573,Protein_C11orf68,0.15035946152637525,Protein_ZNRF3.1,0.11762524369104055,Protein_TMEM106B,-0.1601379476121647,Protein_UGP2,0.13457848621080482,Protein_IGFBPL1,6.422209942890685
792,Protein_CCL15,0.15794799661879466,Protein_C10orf10,-0.1503143121914352,Protein_CD300C.1,-0.11762099172009943,Protein_AMHR2,0.16009859386122383,Protein_CDCP1,-0.1344838867886593,Protein_TMEM59L,6.417005
793,Protein_LILRB5,0.15784236760665538,Protein_DLL1,0.1502661197543249,Protein_TRAPPC4,0.11758916139083997,Protein_PI3,0.1597139345382752,Protein_LMOD1,0.1343179333256046,Protein_TRABD2A,6.41225998396593
794,Protein_NECTIN2,0.15774990303148484,Protein_ADH5,-0.15025115400113442,Protein_HHIP,-0.11758513437733598,Protein_F11,0.1596684163872346,Protein_CHST1,-0.13428527882184493,Protein_CSF2RA,6.406409432327084
795,Protein_HERC1,0.15770782569597985,Protein_FGFR1,0.15013478416605963,Protein_GRP,0.11752240700752958,Protein_HCK,0.1595640854164151,Protein_GNLY.1,0.13409315617256556,Protein_COX7A1,6.405132225387559
796,Protein_EFNA5,0.15757552075945025,Protein_ICOS,-0.15009328662845967,Protein_CD70.1,0.11751776827326532,Protein_CD58,-0.1593157966063501,Protein_CD36,0.13390768917044515,Protein_DMKN,6.402372309619775
797,Protein_SERPINA11,-0.15754172307669,Protein_VNN2,-0.15009168312301968,Protein_PGRMC1,-0.11751601090999042,Protein_CD36,0.1592613757905499,Protein_LANCL2,0.13388374275298442,Protein_FAM163A,6.399732640962635
798,Protein_ARHGAP25,0.15726029117084028,Protein_LMAN2.1,0.14992038137830122,Protein_RSRP1,0.1174812414254296,Protein_PRL.1,0.1592038830091802,Protein_SIAE,-0.1338601101792749,Protein_KNG1,6.396697996911374
799,Protein_CSF1,0.15725533811365544,Protein_LUM,-0.14964904558920544,Protein_INPP5E,0.1174615477602754,Protein_TRIL.1,-0.15917625629167542,Protein_ALOX15B,0.13380155831900997,Protein_VAPA,6.39387712777558
800,Protein_SERPINA4,0.1570285762663044,Protein_C4A.1,-0.14954333835055067,Protein_PHGDH,-0.11743736112439063,Protein_GAD1,-0.1590522339811351,Protein_GLO1,-0.13376497327107106,Protein_NXPH2,6.39348570365493
801,Protein_ITM2A,-0.15697055041441987,Protein_IL19,-0.14923247553002517,Protein_UBE2V1,-0.11731652636068546,Protein_TBK1,0.15903941868065985,Protein_STK24,0.13370126806385496,Protein_ACP5,6.38485315787724
802,Protein_CXCL8,0.1569669434595351,Protein_BOLA3,0.14921141888267542,Protein_PXDNL,0.11722877748774518,Protein_TNFRSF10B.2,-0.15903666869239474,Protein_ADAM9,-0.13356644638567516,Protein_MANBA,6.382618820974425
803,Protein_NETO2,0.15678385606107526,Protein_UFC1,0.14908914206703994,Protein_FAM171B.1,-0.11720339167909444,Protein_CAND1,-0.15893927146005504,Protein_LSAMP,-0.13351328980870036,Protein_RHOA,6.378478325721405
804,Protein_NRXN3,0.1565340269292994,Protein_SHMT2,-0.1489563435670651,Protein_MDK,-0.11712879604534976,Protein_TOLLIP,-0.15862477690079935,Protein_DEFB119.3,-0.1333906621799299,Protein_HTATIP2.1,6.375818805734266
805,Protein_CALCA,-0.15636936893074016,Protein_FAM20B,0.1487915908458799,Protein_CCL24,0.11701192222243995,Protein_HK1,-0.15852306644239067,Protein_GLRX2,-0.13336863820843448,Protein_AHSA1,6.37444598294257
806,Protein_IL9,0.1561803587701447,Protein_MUSK,-0.14876595003635007,Protein_ELF5,0.11698343493800989,Protein_FKBP7,-0.15832184619263545,Protein_TAX1BP3,0.13329231171700506,Protein_IL11RA,6.367031209616375
807,Protein_CGA.4,0.1558915520552695,Protein_CFAP45,0.14834424608392993,Protein_OBP2A,0.11681988650778985,Protein_TNFRSF1A,-0.15826860778444463,Protein_SAA1,0.13325734117353027,Protein_COL6A3.1,6.362785801001625
808,Protein_LRRC3,-0.15563869974318978,Protein_CALCOCO2,0.14826233084250795,Protein_KPNB1,-0.11678346896338532,Protein_HNF4A,0.15824365948871488,Protein_C1RL,0.13306823914976995,Protein_C15orf48,6.356518413307775
809,Protein_AFM,0.15517237857607036,Protein_SNRPA,-0.14805060064391995,Protein_TEC,0.11668541017145495,Protein_TNFRSF1B.1,-0.1578587510526699,Protein_ATP4B,0.13299327848237996,Protein_LRTM1,6.34631992099701
810,Protein_TNFRSF14.2,0.15517110061392536,Protein_LAMA1,0.1480096340151249,Protein_CLSTN3,-0.116560052242495,Protein_SERPINA11,0.15785533302473986,Protein_IGF2,0.13296906667136454,Protein_AGRP,6.34211027856308
811,Protein_CNTN5,0.15511536633917933,Protein_CCL1,0.14790524402650007,Protein_GPR142,0.1165483623296848,Protein_IFNL1.1,0.15771081369886497,Protein_FGFBP1,0.13288231556089353,Protein_CTSB,6.33618652998593
812,Protein_C5.1,0.15505721758713076,Protein_VEGFA.1,0.14767174255994053,Protein_IFNA10.1,0.11650242444126979,Protein_EDC4,-0.15738223518191052,Protein_DPYSL2,0.13280965222850494,Protein_HNF4A,6.33410386462781
813,Protein_CFHR1,0.1549772249486998,Protein_PKP2,-0.14761824026778037,Protein_REXO2,-0.11644401977837049,Protein_APOA5.2,0.15735957767140518,Protein_GPC2,-0.13277964197977488,Protein_PFN2,6.32983795861457
814,Protein_NR3C2,0.1547902726450503,Protein_CRABP2,-0.14756782515893008,Protein_NFATC4,0.11643447108172467,Protein_INHBC,0.15731785303719503,Protein_RAB14,-0.1325977699363401,Protein_CDH7,6.325973701934805
815,Protein_CSF2RA,0.1547481899961456,Protein_LRRC15,-0.14737846057217485,Protein_XPNPEP1,-0.11626866604411568,Protein_C1S.1,-0.1572531177903853,Protein_SMTN,0.13254162452484008,Protein_NID2,6.318383001854765
